dataset,rec_id,subject,chan,split,n_tokens,path
pn2018,tr04-0785,tr04-0785,F4-M1,heldout,294600,/data/gen/tokens/pn2018/tr04-0785__F4-M1.npy
pn2018,tr04-0785,tr04-0785,C3-M2,heldout,294600,/data/gen/tokens/pn2018/tr04-0785__C3-M2.npy
pn2018,tr04-0785,tr04-0785,C4-M1,heldout,294600,/data/gen/tokens/pn2018/tr04-0785__C4-M1.npy
pn2018,tr04-0785,tr04-0785,O1-M2,heldout,294600,/data/gen/tokens/pn2018/tr04-0785__O1-M2.npy
pn2018,tr04-0785,tr04-0785,O2-M1,heldout,294600,/data/gen/tokens/pn2018/tr04-0785__O2-M1.npy
pn2018,tr04-0825,tr04-0825,F3-M2,train,321000,/data/gen/tokens/pn2018/tr04-0825__F3-M2.npy
pn2018,tr04-0825,tr04-0825,F4-M1,train,321000,/data/gen/tokens/pn2018/tr04-0825__F4-M1.npy
pn2018,tr04-0825,tr04-0825,C3-M2,train,321000,/data/gen/tokens/pn2018/tr04-0825__C3-M2.npy
pn2018,tr04-0825,tr04-0825,C4-M1,train,321000,/data/gen/tokens/pn2018/tr04-0825__C4-M1.npy
pn2018,tr04-0825,tr04-0825,O1-M2,train,321000,/data/gen/tokens/pn2018/tr04-0825__O1-M2.npy
pn2018,tr04-0825,tr04-0825,O2-M1,train,321000,/data/gen/tokens/pn2018/tr04-0825__O2-M1.npy
pn2018,tr04-0829,tr04-0829,F3-M2,train,265800,/data/gen/tokens/pn2018/tr04-0829__F3-M2.npy
pn2018,tr04-0829,tr04-0829,F4-M1,train,265800,/data/gen/tokens/pn2018/tr04-0829__F4-M1.npy
pn2018,tr04-0829,tr04-0829,C3-M2,train,265800,/data/gen/tokens/pn2018/tr04-0829__C3-M2.npy
pn2018,tr04-0829,tr04-0829,C4-M1,train,265800,/data/gen/tokens/pn2018/tr04-0829__C4-M1.npy
pn2018,tr04-0829,tr04-0829,O1-M2,train,265800,/data/gen/tokens/pn2018/tr04-0829__O1-M2.npy
pn2018,tr04-0829,tr04-0829,O2-M1,train,265800,/data/gen/tokens/pn2018/tr04-0829__O2-M1.npy
pn2018,tr04-0805,tr04-0805,F3-M2,train,323700,/data/gen/tokens/pn2018/tr04-0805__F3-M2.npy
pn2018,tr04-0805,tr04-0805,F4-M1,train,323700,/data/gen/tokens/pn2018/tr04-0805__F4-M1.npy
pn2018,tr04-0805,tr04-0805,C3-M2,train,323700,/data/gen/tokens/pn2018/tr04-0805__C3-M2.npy
pn2018,tr04-0805,tr04-0805,C4-M1,train,323700,/data/gen/tokens/pn2018/tr04-0805__C4-M1.npy
pn2018,tr04-0805,tr04-0805,O1-M2,train,323700,/data/gen/tokens/pn2018/tr04-0805__O1-M2.npy
pn2018,tr04-0805,tr04-0805,O2-M1,train,323700,/data/gen/tokens/pn2018/tr04-0805__O2-M1.npy
pn2018,tr04-0806,tr04-0806,F3-M2,train,302100,/data/gen/tokens/pn2018/tr04-0806__F3-M2.npy
pn2018,tr04-0806,tr04-0806,F4-M1,train,302100,/data/gen/tokens/pn2018/tr04-0806__F4-M1.npy
pn2018,tr04-0806,tr04-0806,C3-M2,train,302100,/data/gen/tokens/pn2018/tr04-0806__C3-M2.npy
pn2018,tr04-0806,tr04-0806,C4-M1,train,302100,/data/gen/tokens/pn2018/tr04-0806__C4-M1.npy
pn2018,tr04-0806,tr04-0806,O1-M2,train,302100,/data/gen/tokens/pn2018/tr04-0806__O1-M2.npy
pn2018,tr04-0806,tr04-0806,O2-M1,train,302100,/data/gen/tokens/pn2018/tr04-0806__O2-M1.npy
pn2018,tr04-0864,tr04-0864,F3-M2,train,288300,/data/gen/tokens/pn2018/tr04-0864__F3-M2.npy
pn2018,tr04-0864,tr04-0864,F4-M1,train,288300,/data/gen/tokens/pn2018/tr04-0864__F4-M1.npy
pn2018,tr04-0864,tr04-0864,C3-M2,train,288300,/data/gen/tokens/pn2018/tr04-0864__C3-M2.npy
pn2018,tr04-0864,tr04-0864,C4-M1,train,288300,/data/gen/tokens/pn2018/tr04-0864__C4-M1.npy
pn2018,tr04-0864,tr04-0864,O1-M2,train,288300,/data/gen/tokens/pn2018/tr04-0864__O1-M2.npy
pn2018,tr04-0864,tr04-0864,O2-M1,train,288300,/data/gen/tokens/pn2018/tr04-0864__O2-M1.npy
pn2018,tr04-0808,tr04-0808,F3-M2,train,309000,/data/gen/tokens/pn2018/tr04-0808__F3-M2.npy
pn2018,tr04-0808,tr04-0808,F4-M1,train,309000,/data/gen/tokens/pn2018/tr04-0808__F4-M1.npy
pn2018,tr04-0808,tr04-0808,C3-M2,train,309000,/data/gen/tokens/pn2018/tr04-0808__C3-M2.npy
pn2018,tr04-0808,tr04-0808,C4-M1,train,309000,/data/gen/tokens/pn2018/tr04-0808__C4-M1.npy
pn2018,tr04-0808,tr04-0808,O1-M2,train,309000,/data/gen/tokens/pn2018/tr04-0808__O1-M2.npy
pn2018,tr04-0808,tr04-0808,O2-M1,train,309000,/data/gen/tokens/pn2018/tr04-0808__O2-M1.npy
pn2018,tr04-0878,tr04-0878,F3-M2,train,286500,/data/gen/tokens/pn2018/tr04-0878__F3-M2.npy
pn2018,tr04-0878,tr04-0878,F4-M1,train,286500,/data/gen/tokens/pn2018/tr04-0878__F4-M1.npy
pn2018,tr04-0878,tr04-0878,C3-M2,train,286500,/data/gen/tokens/pn2018/tr04-0878__C3-M2.npy
pn2018,tr04-0878,tr04-0878,C4-M1,train,286500,/data/gen/tokens/pn2018/tr04-0878__C4-M1.npy
pn2018,tr04-0878,tr04-0878,O1-M2,train,286500,/data/gen/tokens/pn2018/tr04-0878__O1-M2.npy
pn2018,tr04-0878,tr04-0878,O2-M1,train,286500,/data/gen/tokens/pn2018/tr04-0878__O2-M1.npy
pn2018,tr04-0882,tr04-0882,F3-M2,train,252300,/data/gen/tokens/pn2018/tr04-0882__F3-M2.npy
pn2018,tr04-0882,tr04-0882,F4-M1,train,252300,/data/gen/tokens/pn2018/tr04-0882__F4-M1.npy
pn2018,tr04-0882,tr04-0882,C3-M2,train,252300,/data/gen/tokens/pn2018/tr04-0882__C3-M2.npy
pn2018,tr04-0882,tr04-0882,C4-M1,train,252300,/data/gen/tokens/pn2018/tr04-0882__C4-M1.npy
pn2018,tr04-0882,tr04-0882,O1-M2,train,252300,/data/gen/tokens/pn2018/tr04-0882__O1-M2.npy
pn2018,tr04-0882,tr04-0882,O2-M1,train,252300,/data/gen/tokens/pn2018/tr04-0882__O2-M1.npy
pn2018,tr04-0909,tr04-0909,F3-M2,train,327600,/data/gen/tokens/pn2018/tr04-0909__F3-M2.npy
pn2018,tr04-0909,tr04-0909,F4-M1,train,327600,/data/gen/tokens/pn2018/tr04-0909__F4-M1.npy
pn2018,tr04-0909,tr04-0909,C3-M2,train,327600,/data/gen/tokens/pn2018/tr04-0909__C3-M2.npy
pn2018,tr04-0909,tr04-0909,C4-M1,train,327600,/data/gen/tokens/pn2018/tr04-0909__C4-M1.npy
pn2018,tr04-0909,tr04-0909,O1-M2,train,327600,/data/gen/tokens/pn2018/tr04-0909__O1-M2.npy
pn2018,tr04-0909,tr04-0909,O2-M1,train,327600,/data/gen/tokens/pn2018/tr04-0909__O2-M1.npy
pn2018,tr04-0908,tr04-0908,F3-M2,train,316800,/data/gen/tokens/pn2018/tr04-0908__F3-M2.npy
pn2018,tr04-0908,tr04-0908,F4-M1,train,316800,/data/gen/tokens/pn2018/tr04-0908__F4-M1.npy
pn2018,tr04-0908,tr04-0908,C3-M2,train,316800,/data/gen/tokens/pn2018/tr04-0908__C3-M2.npy
pn2018,tr04-0908,tr04-0908,C4-M1,train,316800,/data/gen/tokens/pn2018/tr04-0908__C4-M1.npy
pn2018,tr04-0908,tr04-0908,O1-M2,train,316800,/data/gen/tokens/pn2018/tr04-0908__O1-M2.npy
pn2018,tr04-0908,tr04-0908,O2-M1,train,316800,/data/gen/tokens/pn2018/tr04-0908__O2-M1.npy
pn2018,tr04-0913,tr04-0913,F3-M2,heldout,226800,/data/gen/tokens/pn2018/tr04-0913__F3-M2.npy
pn2018,tr04-0913,tr04-0913,F4-M1,heldout,226800,/data/gen/tokens/pn2018/tr04-0913__F4-M1.npy
pn2018,tr04-0913,tr04-0913,C3-M2,heldout,226800,/data/gen/tokens/pn2018/tr04-0913__C3-M2.npy
pn2018,tr04-0913,tr04-0913,C4-M1,heldout,226800,/data/gen/tokens/pn2018/tr04-0913__C4-M1.npy
pn2018,tr04-0913,tr04-0913,O1-M2,heldout,226800,/data/gen/tokens/pn2018/tr04-0913__O1-M2.npy
pn2018,tr04-0913,tr04-0913,O2-M1,heldout,226800,/data/gen/tokens/pn2018/tr04-0913__O2-M1.npy
pn2018,tr04-0900,tr04-0900,F3-M2,train,281400,/data/gen/tokens/pn2018/tr04-0900__F3-M2.npy
pn2018,tr04-0900,tr04-0900,F4-M1,train,281400,/data/gen/tokens/pn2018/tr04-0900__F4-M1.npy
pn2018,tr04-0900,tr04-0900,C3-M2,train,281400,/data/gen/tokens/pn2018/tr04-0900__C3-M2.npy
pn2018,tr04-0900,tr04-0900,C4-M1,train,281400,/data/gen/tokens/pn2018/tr04-0900__C4-M1.npy
pn2018,tr04-0900,tr04-0900,O1-M2,train,281400,/data/gen/tokens/pn2018/tr04-0900__O1-M2.npy
pn2018,tr04-0900,tr04-0900,O2-M1,train,281400,/data/gen/tokens/pn2018/tr04-0900__O2-M1.npy
pn2018,tr04-0887,tr04-0887,F3-M2,train,288000,/data/gen/tokens/pn2018/tr04-0887__F3-M2.npy
pn2018,tr04-0887,tr04-0887,F4-M1,train,288000,/data/gen/tokens/pn2018/tr04-0887__F4-M1.npy
pn2018,tr04-0887,tr04-0887,C3-M2,train,288000,/data/gen/tokens/pn2018/tr04-0887__C3-M2.npy
pn2018,tr04-0887,tr04-0887,C4-M1,train,288000,/data/gen/tokens/pn2018/tr04-0887__C4-M1.npy
pn2018,tr04-0887,tr04-0887,O1-M2,train,288000,/data/gen/tokens/pn2018/tr04-0887__O1-M2.npy
pn2018,tr04-0887,tr04-0887,O2-M1,train,288000,/data/gen/tokens/pn2018/tr04-0887__O2-M1.npy
pn2018,tr04-0933,tr04-0933,F3-M2,train,264000,/data/gen/tokens/pn2018/tr04-0933__F3-M2.npy
pn2018,tr04-0933,tr04-0933,F4-M1,train,264000,/data/gen/tokens/pn2018/tr04-0933__F4-M1.npy
pn2018,tr04-0933,tr04-0933,C3-M2,train,264000,/data/gen/tokens/pn2018/tr04-0933__C3-M2.npy
pn2018,tr04-0933,tr04-0933,C4-M1,train,264000,/data/gen/tokens/pn2018/tr04-0933__C4-M1.npy
pn2018,tr04-0933,tr04-0933,O1-M2,train,264000,/data/gen/tokens/pn2018/tr04-0933__O1-M2.npy
pn2018,tr04-0933,tr04-0933,O2-M1,train,264000,/data/gen/tokens/pn2018/tr04-0933__O2-M1.npy
pn2018,tr04-0931,tr04-0931,F3-M2,heldout,309000,/data/gen/tokens/pn2018/tr04-0931__F3-M2.npy
pn2018,tr04-0931,tr04-0931,F4-M1,heldout,309000,/data/gen/tokens/pn2018/tr04-0931__F4-M1.npy
pn2018,tr04-0931,tr04-0931,C3-M2,heldout,309000,/data/gen/tokens/pn2018/tr04-0931__C3-M2.npy
pn2018,tr04-0931,tr04-0931,C4-M1,heldout,309000,/data/gen/tokens/pn2018/tr04-0931__C4-M1.npy
pn2018,tr04-0931,tr04-0931,O1-M2,heldout,309000,/data/gen/tokens/pn2018/tr04-0931__O1-M2.npy
pn2018,tr04-0931,tr04-0931,O2-M1,heldout,309000,/data/gen/tokens/pn2018/tr04-0931__O2-M1.npy
pn2018,tr04-0915,tr04-0915,F3-M2,train,252600,/data/gen/tokens/pn2018/tr04-0915__F3-M2.npy
pn2018,tr04-0915,tr04-0915,F4-M1,train,252600,/data/gen/tokens/pn2018/tr04-0915__F4-M1.npy
pn2018,tr04-0915,tr04-0915,C3-M2,train,252600,/data/gen/tokens/pn2018/tr04-0915__C3-M2.npy
pn2018,tr04-0915,tr04-0915,C4-M1,train,252600,/data/gen/tokens/pn2018/tr04-0915__C4-M1.npy
pn2018,tr04-0915,tr04-0915,O1-M2,train,252600,/data/gen/tokens/pn2018/tr04-0915__O1-M2.npy
pn2018,tr04-0915,tr04-0915,O2-M1,train,252600,/data/gen/tokens/pn2018/tr04-0915__O2-M1.npy
pn2018,tr04-0939,tr04-0939,F3-M2,train,273000,/data/gen/tokens/pn2018/tr04-0939__F3-M2.npy
pn2018,tr04-0939,tr04-0939,F4-M1,train,273000,/data/gen/tokens/pn2018/tr04-0939__F4-M1.npy
pn2018,tr04-0939,tr04-0939,C3-M2,train,273000,/data/gen/tokens/pn2018/tr04-0939__C3-M2.npy
pn2018,tr04-0939,tr04-0939,C4-M1,train,273000,/data/gen/tokens/pn2018/tr04-0939__C4-M1.npy
pn2018,tr04-0939,tr04-0939,O1-M2,train,273000,/data/gen/tokens/pn2018/tr04-0939__O1-M2.npy
pn2018,tr04-0939,tr04-0939,O2-M1,train,273000,/data/gen/tokens/pn2018/tr04-0939__O2-M1.npy
pn2018,tr04-0959,tr04-0959,F3-M2,train,246900,/data/gen/tokens/pn2018/tr04-0959__F3-M2.npy
pn2018,tr04-0959,tr04-0959,F4-M1,train,246900,/data/gen/tokens/pn2018/tr04-0959__F4-M1.npy
pn2018,tr04-0959,tr04-0959,C3-M2,train,246900,/data/gen/tokens/pn2018/tr04-0959__C3-M2.npy
pn2018,tr04-0959,tr04-0959,C4-M1,train,246900,/data/gen/tokens/pn2018/tr04-0959__C4-M1.npy
pn2018,tr04-0959,tr04-0959,O1-M2,train,246900,/data/gen/tokens/pn2018/tr04-0959__O1-M2.npy
pn2018,tr04-0959,tr04-0959,O2-M1,train,246900,/data/gen/tokens/pn2018/tr04-0959__O2-M1.npy
pn2018,tr04-0960,tr04-0960,F3-M2,train,285900,/data/gen/tokens/pn2018/tr04-0960__F3-M2.npy
pn2018,tr04-0960,tr04-0960,F4-M1,train,285900,/data/gen/tokens/pn2018/tr04-0960__F4-M1.npy
pn2018,tr04-0960,tr04-0960,C3-M2,train,285900,/data/gen/tokens/pn2018/tr04-0960__C3-M2.npy
pn2018,tr04-0960,tr04-0960,C4-M1,train,285900,/data/gen/tokens/pn2018/tr04-0960__C4-M1.npy
pn2018,tr04-0960,tr04-0960,O1-M2,train,285900,/data/gen/tokens/pn2018/tr04-0960__O1-M2.npy
pn2018,tr04-0960,tr04-0960,O2-M1,train,285900,/data/gen/tokens/pn2018/tr04-0960__O2-M1.npy
pn2018,tr04-0963,tr04-0963,F3-M2,train,276600,/data/gen/tokens/pn2018/tr04-0963__F3-M2.npy
pn2018,tr04-0963,tr04-0963,F4-M1,train,276600,/data/gen/tokens/pn2018/tr04-0963__F4-M1.npy
pn2018,tr04-0963,tr04-0963,C3-M2,train,276600,/data/gen/tokens/pn2018/tr04-0963__C3-M2.npy
pn2018,tr04-0963,tr04-0963,C4-M1,train,276600,/data/gen/tokens/pn2018/tr04-0963__C4-M1.npy
pn2018,tr04-0963,tr04-0963,O1-M2,train,276600,/data/gen/tokens/pn2018/tr04-0963__O1-M2.npy
pn2018,tr04-0963,tr04-0963,O2-M1,train,276600,/data/gen/tokens/pn2018/tr04-0963__O2-M1.npy
pn2018,tr04-0966,tr04-0966,F3-M2,train,293700,/data/gen/tokens/pn2018/tr04-0966__F3-M2.npy
pn2018,tr04-0966,tr04-0966,F4-M1,train,293700,/data/gen/tokens/pn2018/tr04-0966__F4-M1.npy
pn2018,tr04-0966,tr04-0966,C3-M2,train,293700,/data/gen/tokens/pn2018/tr04-0966__C3-M2.npy
pn2018,tr04-0966,tr04-0966,C4-M1,train,293700,/data/gen/tokens/pn2018/tr04-0966__C4-M1.npy
pn2018,tr04-0966,tr04-0966,O1-M2,train,293700,/data/gen/tokens/pn2018/tr04-0966__O1-M2.npy
pn2018,tr04-0966,tr04-0966,O2-M1,train,293700,/data/gen/tokens/pn2018/tr04-0966__O2-M1.npy
pn2018,tr04-1021,tr04-1021,F3-M2,train,252000,/data/gen/tokens/pn2018/tr04-1021__F3-M2.npy
pn2018,tr04-1021,tr04-1021,F4-M1,train,252000,/data/gen/tokens/pn2018/tr04-1021__F4-M1.npy
pn2018,tr04-1021,tr04-1021,C3-M2,train,252000,/data/gen/tokens/pn2018/tr04-1021__C3-M2.npy
pn2018,tr04-1021,tr04-1021,C4-M1,train,252000,/data/gen/tokens/pn2018/tr04-1021__C4-M1.npy
pn2018,tr04-1021,tr04-1021,O1-M2,train,252000,/data/gen/tokens/pn2018/tr04-1021__O1-M2.npy
pn2018,tr04-1021,tr04-1021,O2-M1,train,252000,/data/gen/tokens/pn2018/tr04-1021__O2-M1.npy
pn2018,tr04-1006,tr04-1006,F3-M2,train,282300,/data/gen/tokens/pn2018/tr04-1006__F3-M2.npy
pn2018,tr04-1006,tr04-1006,F4-M1,train,282300,/data/gen/tokens/pn2018/tr04-1006__F4-M1.npy
pn2018,tr04-1006,tr04-1006,C3-M2,train,282300,/data/gen/tokens/pn2018/tr04-1006__C3-M2.npy
pn2018,tr04-1006,tr04-1006,C4-M1,train,282300,/data/gen/tokens/pn2018/tr04-1006__C4-M1.npy
pn2018,tr04-1006,tr04-1006,O1-M2,train,282300,/data/gen/tokens/pn2018/tr04-1006__O1-M2.npy
pn2018,tr04-1006,tr04-1006,O2-M1,train,282300,/data/gen/tokens/pn2018/tr04-1006__O2-M1.npy
pn2018,tr04-1013,tr04-1013,F3-M2,train,268500,/data/gen/tokens/pn2018/tr04-1013__F3-M2.npy
pn2018,tr04-1013,tr04-1013,F4-M1,train,268500,/data/gen/tokens/pn2018/tr04-1013__F4-M1.npy
pn2018,tr04-1013,tr04-1013,C3-M2,train,268500,/data/gen/tokens/pn2018/tr04-1013__C3-M2.npy
pn2018,tr04-1013,tr04-1013,C4-M1,train,268500,/data/gen/tokens/pn2018/tr04-1013__C4-M1.npy
pn2018,tr04-1013,tr04-1013,O1-M2,train,268500,/data/gen/tokens/pn2018/tr04-1013__O1-M2.npy
pn2018,tr04-1013,tr04-1013,O2-M1,train,268500,/data/gen/tokens/pn2018/tr04-1013__O2-M1.npy
pn2018,tr04-0983,tr04-0983,F3-M2,train,299400,/data/gen/tokens/pn2018/tr04-0983__F3-M2.npy
pn2018,tr04-0983,tr04-0983,F4-M1,train,299400,/data/gen/tokens/pn2018/tr04-0983__F4-M1.npy
pn2018,tr04-0983,tr04-0983,C3-M2,train,299400,/data/gen/tokens/pn2018/tr04-0983__C3-M2.npy
pn2018,tr04-0983,tr04-0983,C4-M1,train,299400,/data/gen/tokens/pn2018/tr04-0983__C4-M1.npy
pn2018,tr04-0983,tr04-0983,O1-M2,train,299400,/data/gen/tokens/pn2018/tr04-0983__O1-M2.npy
pn2018,tr04-0983,tr04-0983,O2-M1,train,299400,/data/gen/tokens/pn2018/tr04-0983__O2-M1.npy
pn2018,tr04-1023,tr04-1023,F3-M2,train,289800,/data/gen/tokens/pn2018/tr04-1023__F3-M2.npy
pn2018,tr04-1023,tr04-1023,F4-M1,train,289800,/data/gen/tokens/pn2018/tr04-1023__F4-M1.npy
pn2018,tr04-1023,tr04-1023,C3-M2,train,289800,/data/gen/tokens/pn2018/tr04-1023__C3-M2.npy
pn2018,tr04-1023,tr04-1023,C4-M1,train,289800,/data/gen/tokens/pn2018/tr04-1023__C4-M1.npy
pn2018,tr04-1023,tr04-1023,O1-M2,train,289800,/data/gen/tokens/pn2018/tr04-1023__O1-M2.npy
pn2018,tr04-1023,tr04-1023,O2-M1,train,289800,/data/gen/tokens/pn2018/tr04-1023__O2-M1.npy
pn2018,tr04-1032,tr04-1032,F3-M2,train,274200,/data/gen/tokens/pn2018/tr04-1032__F3-M2.npy
pn2018,tr04-1032,tr04-1032,F4-M1,train,274200,/data/gen/tokens/pn2018/tr04-1032__F4-M1.npy
pn2018,tr04-1032,tr04-1032,C3-M2,train,274200,/data/gen/tokens/pn2018/tr04-1032__C3-M2.npy
pn2018,tr04-1032,tr04-1032,C4-M1,train,274200,/data/gen/tokens/pn2018/tr04-1032__C4-M1.npy
pn2018,tr04-1032,tr04-1032,O1-M2,train,274200,/data/gen/tokens/pn2018/tr04-1032__O1-M2.npy
pn2018,tr04-1032,tr04-1032,O2-M1,train,274200,/data/gen/tokens/pn2018/tr04-1032__O2-M1.npy
pn2018,tr04-1034,tr04-1034,F3-M2,train,302400,/data/gen/tokens/pn2018/tr04-1034__F3-M2.npy
pn2018,tr04-1034,tr04-1034,F4-M1,train,302400,/data/gen/tokens/pn2018/tr04-1034__F4-M1.npy
pn2018,tr04-1034,tr04-1034,C3-M2,train,302400,/data/gen/tokens/pn2018/tr04-1034__C3-M2.npy
pn2018,tr04-1034,tr04-1034,C4-M1,train,302400,/data/gen/tokens/pn2018/tr04-1034__C4-M1.npy
pn2018,tr04-1034,tr04-1034,O1-M2,train,302400,/data/gen/tokens/pn2018/tr04-1034__O1-M2.npy
pn2018,tr04-1034,tr04-1034,O2-M1,train,302400,/data/gen/tokens/pn2018/tr04-1034__O2-M1.npy
pn2018,tr04-1087,tr04-1087,F3-M2,train,236400,/data/gen/tokens/pn2018/tr04-1087__F3-M2.npy
pn2018,tr04-1087,tr04-1087,F4-M1,train,236400,/data/gen/tokens/pn2018/tr04-1087__F4-M1.npy
pn2018,tr04-1087,tr04-1087,C3-M2,train,236400,/data/gen/tokens/pn2018/tr04-1087__C3-M2.npy
pn2018,tr04-1087,tr04-1087,C4-M1,train,236400,/data/gen/tokens/pn2018/tr04-1087__C4-M1.npy
pn2018,tr04-1087,tr04-1087,O1-M2,train,236400,/data/gen/tokens/pn2018/tr04-1087__O1-M2.npy
pn2018,tr04-1087,tr04-1087,O2-M1,train,236400,/data/gen/tokens/pn2018/tr04-1087__O2-M1.npy
pn2018,tr04-1064,tr04-1064,F3-M2,train,304200,/data/gen/tokens/pn2018/tr04-1064__F3-M2.npy
pn2018,tr04-1064,tr04-1064,F4-M1,train,304200,/data/gen/tokens/pn2018/tr04-1064__F4-M1.npy
pn2018,tr04-1064,tr04-1064,C3-M2,train,304200,/data/gen/tokens/pn2018/tr04-1064__C3-M2.npy
pn2018,tr04-1064,tr04-1064,C4-M1,train,304200,/data/gen/tokens/pn2018/tr04-1064__C4-M1.npy
pn2018,tr04-1064,tr04-1064,O1-M2,train,304200,/data/gen/tokens/pn2018/tr04-1064__O1-M2.npy
pn2018,tr04-1064,tr04-1064,O2-M1,train,304200,/data/gen/tokens/pn2018/tr04-1064__O2-M1.npy
pn2018,tr04-1096,tr04-1096,F3-M2,heldout,291000,/data/gen/tokens/pn2018/tr04-1096__F3-M2.npy
pn2018,tr04-1096,tr04-1096,F4-M1,heldout,291000,/data/gen/tokens/pn2018/tr04-1096__F4-M1.npy
pn2018,tr04-1096,tr04-1096,C3-M2,heldout,291000,/data/gen/tokens/pn2018/tr04-1096__C3-M2.npy
pn2018,tr04-1096,tr04-1096,C4-M1,heldout,291000,/data/gen/tokens/pn2018/tr04-1096__C4-M1.npy
pn2018,tr04-1096,tr04-1096,O1-M2,heldout,291000,/data/gen/tokens/pn2018/tr04-1096__O1-M2.npy
pn2018,tr04-1096,tr04-1096,O2-M1,heldout,291000,/data/gen/tokens/pn2018/tr04-1096__O2-M1.npy
pn2018,tr04-1105,tr04-1105,F3-M2,train,235500,/data/gen/tokens/pn2018/tr04-1105__F3-M2.npy
pn2018,tr04-1105,tr04-1105,F4-M1,train,235500,/data/gen/tokens/pn2018/tr04-1105__F4-M1.npy
pn2018,tr04-1105,tr04-1105,C3-M2,train,235500,/data/gen/tokens/pn2018/tr04-1105__C3-M2.npy
pn2018,tr04-1105,tr04-1105,C4-M1,train,235500,/data/gen/tokens/pn2018/tr04-1105__C4-M1.npy
pn2018,tr04-1105,tr04-1105,O1-M2,train,235500,/data/gen/tokens/pn2018/tr04-1105__O1-M2.npy
pn2018,tr04-1105,tr04-1105,O2-M1,train,235500,/data/gen/tokens/pn2018/tr04-1105__O2-M1.npy
pn2018,tr04-1078,tr04-1078,F3-M2,train,276600,/data/gen/tokens/pn2018/tr04-1078__F3-M2.npy
pn2018,tr04-1078,tr04-1078,F4-M1,train,276600,/data/gen/tokens/pn2018/tr04-1078__F4-M1.npy
pn2018,tr04-1078,tr04-1078,C3-M2,train,276600,/data/gen/tokens/pn2018/tr04-1078__C3-M2.npy
pn2018,tr04-1078,tr04-1078,C4-M1,train,276600,/data/gen/tokens/pn2018/tr04-1078__C4-M1.npy
pn2018,tr04-1078,tr04-1078,O1-M2,train,276600,/data/gen/tokens/pn2018/tr04-1078__O1-M2.npy
pn2018,tr04-1078,tr04-1078,O2-M1,train,276600,/data/gen/tokens/pn2018/tr04-1078__O2-M1.npy
pn2018,tr04-1097,tr04-1097,F3-M2,heldout,292800,/data/gen/tokens/pn2018/tr04-1097__F3-M2.npy
pn2018,tr04-1097,tr04-1097,F4-M1,heldout,292800,/data/gen/tokens/pn2018/tr04-1097__F4-M1.npy
pn2018,tr04-1097,tr04-1097,C3-M2,heldout,292800,/data/gen/tokens/pn2018/tr04-1097__C3-M2.npy
pn2018,tr04-1097,tr04-1097,C4-M1,heldout,292800,/data/gen/tokens/pn2018/tr04-1097__C4-M1.npy
pn2018,tr04-1097,tr04-1097,O1-M2,heldout,292800,/data/gen/tokens/pn2018/tr04-1097__O1-M2.npy
pn2018,tr04-1097,tr04-1097,O2-M1,heldout,292800,/data/gen/tokens/pn2018/tr04-1097__O2-M1.npy
pn2018,tr04-1117,tr04-1117,F3-M2,train,331200,/data/gen/tokens/pn2018/tr04-1117__F3-M2.npy
pn2018,tr04-1117,tr04-1117,F4-M1,train,331200,/data/gen/tokens/pn2018/tr04-1117__F4-M1.npy
pn2018,tr04-1117,tr04-1117,C3-M2,train,331200,/data/gen/tokens/pn2018/tr04-1117__C3-M2.npy
pn2018,tr04-1117,tr04-1117,C4-M1,train,331200,/data/gen/tokens/pn2018/tr04-1117__C4-M1.npy
pn2018,tr04-1117,tr04-1117,O1-M2,train,331200,/data/gen/tokens/pn2018/tr04-1117__O1-M2.npy
pn2018,tr04-1117,tr04-1117,O2-M1,train,331200,/data/gen/tokens/pn2018/tr04-1117__O2-M1.npy
pn2018,tr05-0011,tr05-0011,F3-M2,train,275100,/data/gen/tokens/pn2018/tr05-0011__F3-M2.npy
pn2018,tr05-0011,tr05-0011,F4-M1,train,275100,/data/gen/tokens/pn2018/tr05-0011__F4-M1.npy
pn2018,tr05-0011,tr05-0011,C3-M2,train,275100,/data/gen/tokens/pn2018/tr05-0011__C3-M2.npy
pn2018,tr05-0011,tr05-0011,C4-M1,train,275100,/data/gen/tokens/pn2018/tr05-0011__C4-M1.npy
pn2018,tr05-0011,tr05-0011,O1-M2,train,275100,/data/gen/tokens/pn2018/tr05-0011__O1-M2.npy
pn2018,tr05-0011,tr05-0011,O2-M1,train,275100,/data/gen/tokens/pn2018/tr05-0011__O2-M1.npy
pn2018,tr05-0028,tr05-0028,F3-M2,train,245400,/data/gen/tokens/pn2018/tr05-0028__F3-M2.npy
pn2018,tr05-0028,tr05-0028,F4-M1,train,245400,/data/gen/tokens/pn2018/tr05-0028__F4-M1.npy
pn2018,tr05-0028,tr05-0028,C3-M2,train,245400,/data/gen/tokens/pn2018/tr05-0028__C3-M2.npy
pn2018,tr05-0028,tr05-0028,C4-M1,train,245400,/data/gen/tokens/pn2018/tr05-0028__C4-M1.npy
pn2018,tr05-0028,tr05-0028,O1-M2,train,245400,/data/gen/tokens/pn2018/tr05-0028__O1-M2.npy
pn2018,tr05-0028,tr05-0028,O2-M1,train,245400,/data/gen/tokens/pn2018/tr05-0028__O2-M1.npy
pn2018,tr05-0114,tr05-0114,F3-M2,train,327900,/data/gen/tokens/pn2018/tr05-0114__F3-M2.npy
